ID_review,review,nota,sentimento
69667,Ainda não recebi o produto e ninguém entrou ainda em contato.,1,negativo
41284,Ótimo aparelho camera muito boa ea duracao da bateria muito boa,5,positivo
86675,A tela não se compara muito ruim a qualidade!  Não tem leitura biometrica e não recomendo hora nenhuma quem ja teve um prime!,2,negativo
83571,"Ótimo produto, interio, ótima compra recomendo a todos.",5,positivo
106527,"É uma escova normal! Comprei pensando que seria mais fácil para desembaraçar e preferi meu antigo pente mesmo afinal, é só ter paciência para não quebrar. Uso ela depois que desembaraço porque ela dá uma abaixada no frizz mesmo mas não compensa pagar esse absurdo só pra isso não.",2,negativo
16996,"Cheiro fresco e fixação mediana, ótimo para dias quentes",4,positivo
113116,"É muito lindo, exatamente como mostra a imagem, é  prático e bem grande.",5,positivo
1601,"Excelente compra, produto de ótima qualidade! Recomendo a loja Lcg eletro, atendimento 10! Mariana",5,positivo
17817,"Pra uso básico é perfeito! Câmera boa, tela boa. E todos os produtos chegaram bem",4,positivo
47009,Entrega dentro prazo! Produto de boa qualidade super recomendo!,4,positivo
117625,Utilizei este conversor em um D6000 da Dell e funcionou perfeitamente.,5,positivo
84042,Ela é otima Ela pode ficar ligada e não deixa o cafe com aquele gosto de queimado.,5,positivo
17944,"Excelente produto. Produto ótimo, com câmera muito boa, fácil para utilizar.",5,positivo
3748,"Só achei ruim ele ter vindo sem o saquinho, veio um pouco riscado, mas o livro em si é lindo e encantador.",5,positivo
83316,"O que me incomodou no aparelho foi não ter a opção chamada inteligente, para um aparelho tão moderna, foi uma pisada na bola. Se tenho dois chips quero que o aparelho me direcione para a operadora certa.",4,positivo
98251,"Me surpreendí com esse jogo de toalha.. seca bem e não libera  pelo nem tinta, valeu a compra!",4,positivo
21683,Bom e rapido na entrega  E o aparelho corresponde minhas expectativa com imagem chara nas fotos e espaço na memoria,4,positivo
64834,"prazo de entrega esgotado, atraso em uns dias! o produto em si muito bom.",4,positivo
55629,"Fiquei super feliz ao receber o produto, superou minha expectativa. Super recomendado.",5,positivo
64310,"Comprei tamanho M, mas acho que veio a G, pois esta larga, chegou antes do prazo previsto (isso achei ótimo), mas veio num plástico sem nenhuma informação ou instrução. Estou usando, realmente aquece, mas não estou sentindo nada comprimido na minha região abdominal, devido a folga no tamanho. Não quero meu dinheiro de volta, quero o meu tamanho certo. Como podemos fazer a troca?",2,negativo
112963,Achei a base muito curta.  É preciso abaixar para poder ver regiões abaixo (pólo sul).,2,negativo
58378,"Muito bom, a entrega é muito rápida.hjghgfdfdsadfghnfbdscaxdvuvnirvtufgnitlçdnfvutejbvnhgvbnmvbfvjkmdfnjvkrçgbvngvtrhgfdsxaxdcfgbrtgbg gthnjkijnhbgvfdc",5,positivo
42839,"Além de chegar no prazo, a minha filha gostou muito do produto.",4,positivo
92167,"a entrega foi super rapida , e o cel muito bom mesmo!",5,positivo
59142,Entrega antes do previsto e com sucesso. excelente atendimento,4,positivo
68052,"Solicito uma posição sobre a minha entrega, pois ainda nao recebi o meu produto e necessito com urgência",1,negativo
121483,"Produto bom, de qualidade. Bem embalado e chegou antes do prazo!",5,positivo
45617,É um aparelho de exelente qualida vale a pena e o preç está otimo.,5,positivo
84926,"A avaliação foi feita pela minha esposa. Material fino, sem enchimento e textura ruim. Ficou decepcionada com o produto. Segundo ela, é aquele tipo de produto que se voce vê antes e toca/observa, não compra, já descarta na hora. Más esse é o problema da compra virtual. Voce não toca, não vê ao vivo, não sente e aí conta com a sorte. Quando chega, voce abre e ..............surpresa....nesse caso ruim.",1,negativo
4998,Produto de ótima qualidade!!!! Entrega no prazo estipulado.,5,positivo
58056,"Gostei muito, bem rápido e as teclas iluminadas  são ótimas!",5,positivo
117081,"O produto chegou, mas pela metade só veio o clareador a luz não!! Preço tbm deveria ser pela metade.",1,negativo
50892,Estou muito satisfeita com o produto e com a entrega.,4,positivo
95067,"Comprei esse modelo mais pela maquininha que ""faz"" o acabamento, mas a maquininha é ruim, não tem previsão é não corta como eu esperava, de resto a máquina de cortar cabelo é boa e tem muitas opções de pentes!",2,negativo
107589,Panelas muito bonitas e de boa qualidade! Recomendo,5,positivo
83749,simplismente ameiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,5,positivo
68903,Atrazo na entrega e falta d comprometimento. Alexander,1,negativo
129802,"Você que tenta ter aquele anel tão desejado; não vai ter doce que te deixe na mão! Você que não tem esse boneco, cuidado com seu anel! Ele será meu!",5,positivo
29371,otimo chegou bem antes do prazo  recomendo  gostei muito,4,positivo
43182,"Primeira vez que fui testar, começou sair fumaça, um fedô que custou sair do meu quarto estralou e não esquentou meu ferro",1,negativo
54412,"Já possuia um bebedouro que tinha água gelada o tempo todo. Este porém não gela o suficiente, o reservatorio para agua gelada é de 800ml, é necessario esperar para refrigerar, em fim não fiquei satisfeita com o produto.",2,negativo
56870,"muito ,bom chego no prazo e excelente qualidade..recomendo",5,positivo
30293,"Produto de excelente qualidade, original. Entrega no prazo. Recomendo.",5,positivo
60246,"Amei chegou impecavél,melhor do que eu esperava   nota 1000 Sim recomendo esse produto",5,positivo
69926,"O aparelho chegou antes do prazo. Amei, recomendo. Foi satisfatório a compra",5,positivo
49523,Produto de ótima qualidade . ... Excelente produto..,5,positivo
115619,"muito prático e resistente, ideal para identificação",4,positivo
76963,"Comprei meu aparelho ta com 19 dias e nunca chegou,  passou 7 dias que entrou na minha região e nada, e agora sumiu não aparece mais dizendo onde o celular estar",2,negativo
110154,Estou em dignado fiz pedido dia 26 e ate agora nem nota fiscal gerou imagina a entrega,1,negativo
117548,"Muitíssimo satisfeito com o produto excelente qualidade e acabamento , não quero ficar faltando muito , vou resumir o produto é TOP,vale apena o investimento",5,positivo
79725,"Americana como sempre, me supreende na entrega. Super rápido.",5,positivo
125439,"O produto é muito bom. Deixa os cabelos sedosos, macios, e com um perfume suave.",5,positivo
132129,"A baba não é ruim... Som baixo, pouco controle de brilho, boa bateria, a função VOX e boa mas não funciona bem (liga fácil ou não liga nem com nenem Chorando) imagem e som Ok... Mas Logo após A garantia vencer, estragou e é quase Impossível de conseguir..  Terei que comprar outra nova, gastando mais dinheiro",2,negativo
41809,"não gostei, porque apresentou defeito na câmera o foco é muito ruim, e quando descarrega por completo não carrega com o próprio carregador. Estou insatisfeita",1,negativo
77898,"O celular vem com um android modificado, pesado e cheio de bloatware. A experiência é muito diferente - pra pior - do sistema android puro. A câmera é ridiculamente ruim. Em plena luz do dia as fotos não têm resolução nenhuma e com a lente grande angular elas ficam ainda piores. Se o flash for usado, tanto na câmera frontal quanto na traseira, a luz embaça o próprio vidro na frente da lente e fica um borrão amarelo na foto.  Completamente arrependido, nem a bateria - que deveria ser ótima - presta com esses sistema zoado... Ela dura tanto quanto um motorola com 3000mah.  Me sentindo um trouxa, mil reais no lixo.",1,negativo
51899,"produto excelente,  facil de usar , otimo custo beneficio,entrega pontual",5,positivo
90036,"Eu até avaliaria direito, mas ele já foi pra assistência técnica antes que eu pudesse analisar seu desempenho. Só passou uma semana comigo. Quando ele voltar, eu conto.",1,negativo
121024,"Esta TV tem uma boa imagem mas o som não oferece nenhuma qualidade, devendo ser usado som externo para ser audível.",2,negativo
66431,Eu comprei o produto é não recebi demorei 2 semanas até o limite de tempo fiquei um semana sem retorno do vendedor e pedi cancelamento,1,negativo
7894,"Entrega foi muito rápido chegou antes do prazo, minha filha amou",5,positivo
41518,"Muito bom chegou antes do previsto, superou minhas expectativa .",5,positivo
64634,Perfeito ligando água direto da rua sai mta água  Ótimo,5,positivo
13635,"Apesar de ainda estarmos aprendendo a usar, ele vai ajudar simplificar algumas tarefas",4,positivo
95573,"Qualidade do produto muito ruim!!! Não vale nem o preço que foi pago pelo Sedex, A mesma cinta no site da wish é de graça, você ainda só paga o frete...",1,negativo
116709,Depois de alguns minutos ele desarma minha chave de energia e desliga sozinho.,1,negativo
106211,Coloquei no meu galaxy S7 e ficou top. Recomendo muito.,4,positivo
66803,Comprei dia 27 de fevereiro  e até hoje não chegou as lojas  América usa os Correios tradicionais que aqui no rj e muito ruim  Então  prefira comprar no o Walmart  e o mesmo preço  ou mais barato  e sempre entrega rápido e não usa os Correios,2,negativo
91813,"Muito bom, super recomendo!!!!!!!!!!!! Chegou no prazo.",4,positivo
23599,"O aparelho para sobrancelhas não funciona,como faço para trocar",2,negativo
105793,Pequeno e eficiente !!! Pra quem não gosta de ocupar muito espaço e quer algo que refresque ele é muito bem recomendado,5,positivo
53368,"Podem comprar que vale a pena. A  família MOTO G e excelente  Passei 4 anos com MOTO G2, e o mesmo ainda está em perfeito funcionamento, só comprei o 5s para  mudar mesmo.",5,positivo
107576,"Gostei muito do produto, foi entregue no prazo. Com certeza eu compraria novamente.",4,positivo
3458,Gostei demais do produto ! Deveria ter comprado a mais tempo!,4,positivo
65227,"Gostei. É seguro para o celular, segura bem  onde o coloca. Só achei muito duro de esticar.",4,positivo
106014,"Apesar de ter chegado na data o priduto é muito ruin, nao funciona, pedir um Bs274 e mim mandaram um muito parecido porem nao funciona como deveria.  E nem tive resposta da vendedora quanto a minhas indagacoes",1,negativo
61773,"Acho que o produto não e original, o rotulo e muito mal feito para um produto desse, o conteúdo tbm e muito duvidoso, digo isso pois já usei antes e era bem diferente",2,negativo
20880,produto de acordo com o esperado.....................................................................................................,5,positivo
91937,Gostei e gostaria de voltar a comprar em proxima oportunidade,5,positivo
31138,"Gostei muito , excelente acabamento,  tamanho bom é super prática ! Entrega antes do prazo",5,positivo
99834,"Quando receber, se é que vou receber, aí poderei avaliar.",1,negativo
107310,"Peça muito bonita e apesar de ser masculino, cai muito bem até para o gosto feminino ... Minha esposa adorou!!! Entrega antes do prazo previsto...Recomendo !!! ;)",5,positivo
58377,Em todos os aspectos me surpreendeu e continua me surpreendendo.,5,positivo
73553,"Eu gostei muito desse produto, ele é rosa bebê  e um rosa mais escuro, cada parte tem 30x30 e dá pra brincar com as cores por causa do coração. A quantidade de 9 tapetes é muito pouca, comprei 2 e mesmo assim ficou pequeno, eu gostaria de ter comprado mais 1 kit e 9 peças pelo menos. A qualidade é um EVA tradicional, a altura dele é de 1 cm ( pra minha filha atende).  Ponto negativo: o acabamento das bordas não tem! É somente as peças mesmo.",4,positivo
35315,"Adorei  o produto, gostaria apenas que viesse uma versão  com cabo maior...",4,positivo
25189,"Excelente Produto,ótima qualidade e Acabamento....vale muito a pena adquirir...produto leve,muito bom para o dia a dia...recomendo a todos....",4,positivo
123628,horrivel  enferrujado nao prestou parecia muito velho. sem condicoes dw uso,1,negativo
13497,Muito bom o produto sem contar que o valor também é acessível. Adorei,5,positivo
56861,"Esta atendendo minhas expectativas, melhor da que eu esperava",4,positivo
69168,"Adquiri dois produtos dessa marca, mas infelizmente os dois produtos veio com defeito, embora exista uma assistência técnica, ainda não procurei utilizar de tão chateado que estou.",1,negativo
94858,produto igual ao anunciado muito bom o produto recomendo a todos que nao se arrependerao nao possui chiados e funciona legal,5,positivo
101681,Muito linda chegou antes do tempo é enorme e fácil de limpar excelente.,4,positivo
40875,"gostei muito esse produto , entreguei certinho , e atendimento de Gaming master foi otiom , tirou duvidas antes de comprar .",5,positivo
101546,"gostei, muito! Compacto para quem ve, gigante para quem usa",5,positivo
33283,A mochila tem quanto de altura? Gostaria de ter mais informações p terminar a compra,2,negativo
56530,"Comprei em um dia e recebi no outro dia de tarde, panela linda, exatamente da cor anunciada, só falta usar indico",5,positivo
114276,O site não relatava se tratar de livro de bolso. Eu ainda nem me interessei em ler por este motivo. Me sinto enganada. Um absurdo.,1,negativo
41057,"Acabamento horroroso, as chaves não funcionam, parece que falta uma peça pra lingueta da tranca entrar, comprei justamente por causa da chave e não funciona",1,negativo
106957,"Mais de um mês q comprei e ainda não chegou, tem q ter a paciência de Jó.",1,negativo
98998,gostei do atendimento da rapidez da entrega e do produto indicarei sim para meus amigos,5,positivo
13837,"AMANHA FAZ UM MÊS QUE REALIZEI A COMPRA E AINDA NEM RECEBI A TV E A LOJA ME PERGUNTA O QUE ACHEI DO PRODUTO. COMO QUE VOU AVALIAR O PRODUTO QUE AINDA NEM RECEBI, MANDEM A TV QUE SE ELA PRESTAR EU DIGO. ESTOU ALTAMENTE INDIGNADO COM ESSA EMPRESA",1,negativo
46335,"Produto perfeito, tudo em si é bom. cliente completamente satisfeito! recomendo a todos!",5,positivo
102663,"Produto Oficial, prazo de entrega muito bom e compraria novamente.",5,positivo
445,"Tinha uma bem antiga que pegava 3 canais, com esta agora tenho 4 !",2,negativo
32737,"Boa tarde Solicito alguma posição sobre meu pedido 02-658564619 Ninguém fala nada, não entrega meu pedido e fico aqui vendida. Falta de respeito. Tenho que abrir uma reclamação onde ?? No procon?? Fico no aguardo.",1,negativo
105426,"Comprei o produto achando que era de bronze para combinar com minhas tesouras, mas ele é prata mesmo! Fora isso, parece ser bem resistente e é muito leve.",4,positivo
102729,Até o momento gostrei do produto e da entrega que foi bem antes do previsto.,4,positivo
5891,O acabamento deixa a desejar e a solda é muito rústica.,2,negativo
65799,"Achei perfeito pra mim, no começo achei que fosse demorar vários dias mas só demorou menos de uma semana.",5,positivo
130038,"Boneca linda, um ótimo material! Bem embalada e entrega rápida.",4,positivo
130441,"não cumpre o que promete, nada de efeito nenhum até o momento, já há um mês, decepcionante, nem um grama",1,negativo
118391,"ótima luminosidade, visual estético formidável. a performance compensa o alto investimento.",4,positivo
15440,"Muito bom, som excelente só achei um pouco baixo mas tirando isso o resto é perfeito. Ótima durabilidade da bateria, carregamento completo em 2 horas.",5,positivo
48530,"Telefone maravilhoso. Ja haviam falado bem dele comigo e ele superou minhas expectativas. Vem limpinho, com pouquíssimos aplicativos, designer lindo, fácil de mexer, android atualizado pro 7.1. Valor nem se fala, já que é mais  barato por ser chinês.  Super recomendo pra todo mundo!",5,positivo
88476,O produto corresponde às expectativas. A entrega foi super rapida.,5,positivo
102061,Adorei o produroto! Super indico!! Cor bem bonita e produto bem acabado,5,positivo
115581,Produto de Excelente qualidade faz o que promete. Recomendo,5,positivo
47478,Comprei para filha ... o tablet não veio câmera frontal gerando Insatisfações... o atendimento para a devolução  não está tendo resultados... o que faço comprei conforme indicações  que vem câmera frontal... Mas não tem é Agora??? Como explicar a enrolação  do atendimento como fica minha filha?????,2,negativo
82517,"Comprei o painel mogno, como aparece na imagem deste site, chegou o produto com prateleiras e portas brancas, em momento nenhum pedi produto branco, e agora a empresa me pediu pra procurar a assistência técnica",2,negativo
27811,Solicito estorno do meu dinheiro pois o MSM não entregou após se estender em duas datas não cumpriu e não entregou,1,negativo
83984,"O produto é muito bom, já tirei algumas fotos e o resultado é lindo. Para quem não tem muita familiaridade com as opções da câmera ela possui sistema de configuração automática e isso ajuda muito. Eu comprei o produto em um dia e já me entregaram no outro.",5,positivo
34697,"A garrafa é excelente, mantém o líquido quente por muitas horas. Em um pequeno teste que realizei, conservou por mais de 26 horas. Não deixa cheiro forte em eu interior, basta passar uma água e está pronta para nova utilização. Ela é linda e leve. Recomendo totalmente a compra. Entrega também muito boa, produto intacto e dentro do prazo.",5,positivo
50039,Excelente produto. Entrega antes do prazo. Loja de alta confiança.,5,positivo
117526,"Gosto muito de comprar este produto aqui, o preço é o prazo para entrega são imbatíveis.",5,positivo
90848,Todo o processo de compra foi tranquilo e transparente. O produto é um excelente custo benefício.,5,positivo
18718,"Comprei para a minha mãe e não esperava receber tão cedo. Num domingo por incrível que pareça... O produto chegou em 5 dias e a surpresa foi maravilhosa. A minha mãe que já teve o mesmo há um tempo super recomenda, não é à toa que comprou novamente. ;)",4,positivo
26375,"Não gostei do produto, pois no primeiro uso os cabos das panelas ficaram queimados.",1,negativo
84450,Recebi o produto totalmente danificado todo quebrado,1,negativo
55906,"Adorei o secador, é potente, não faz muito barulho, achei leve em relação ao outro secador TAIFF que eu tinha e mais compacto também.  Usei uma vez  somente, mas não tenho o que reclamar.  Primeiro uso foi muito bom, em 15 minutos mais ou menos o cabelo já estava seco e meu cabelo é tamanho médio e volumoso.",4,positivo
82669,"O produto tem uma aparencia legal, moderna, mas no desempenho deixa a desejar.  Demora para abrir e trava com frequência.",2,negativo
98133,"muito satisfeito com o fogão, bonito e de boa qualidade",4,positivo
106458,Produto enganoso nao era oq esperava. A não  fica gostoso as coisas,1,negativo
69269,veio de cor diferente e no pedido eu especifiquei.,1,negativo
43776,"Produto parou de funcionar com 5 dias de uso. Fiz a reclamação com o fornecedor, o mesmo ainda não informou prazo para concerto, alem de serem mal educados. Não respondem meus emails e não consigo ligar, entrei no site deles para fazer a reclamação pelo chat, fui mal atendido e constinuaram sem me posicionar sobre o bebedouro.",1,negativo
19233,"O produto tem a corda elétrica muito curta, poderia ter uns 10cm mais longo. O regulador para firmar a garrafa não está funcionando pois as roscas de regulagem de altura ficaram grudadas na base com a pintura, tenho que fazer a regulagem usando a mão ou improvisando um regulador mas impossibilita um corte mais longo. No entanto corta muito bem e vem em 110 v o que facilita o uso em qq lugar. Bem embalado chegou inteiro mas demorou 12 dias a mais para chegar. O manual poderia ser mais ilustrativo com mais gravuras e idéias de corte para enaltecer o produto. Preço e valia compensam. Desejo boa sorte nos negócios, apoio a indústria nacional, se tiver q comprar outro comprarei o mesmo mas gostaria de ver melhoras no manual, cumprimento de tomada e regulador funcionando. Obrigada.",2,negativo
124479,"Tamanho ideal, imagem ótima. Exatamente como eu buscava.",5,positivo
92689,Recomendo o produto e o atendimento!!!! Entrega antecipada e produto condizente com o anunciado.,4,positivo
103076,"excelente! amei. recomendo, ótima qualidade! atendeu minhas expectativas!",5,positivo
35059,"Muito cheiroso, boa fixação e projeção regular. Comprei pro meu filho e ele gostou muito! Excelente custo-benefício!",4,positivo
53829,"Ótimo aparelho. Chegou dentro do prazo previsto. Atendeu as minhas expectativas. Só achei ruim o manual ter vindo em espanhol, mas consegui desenrolar a configuração.",5,positivo
92230,"Não posso opinar, não recebi o produto. Estou no aguardo da solução do meu problema.",1,negativo
2080,"As demais traduções dessa obra que circulam no Brasil são muito mal criticadas. Esta, como diz Euler Brasil, permite ao leitor conhecer o texto de Lawrence.",5,positivo
55288,O produto tem boa relação custo-benefício e atende às expectativas.,5,positivo
9265,"Ótimo produto para estimular o raciocínio e a criatividade das crianças. Minha sobrinha gostou e acompanhou o passo-a-passo de montagem que vem no livreto, com apenas 5 aninhos arrasou na montagem.",4,positivo
6159,"Produto excelente, comprei pela loja moveis Leartam entregaram dentro do prazo, muito bom!!!",4,positivo
129312,eu ainda não recebi o produto então não tem como avaliar,1,negativo
15917,"Amei o produto, chegou no prazo e ele é excelente! Exatamente como na foto. Super recomendo !!",5,positivo
85652,"Não presta e não tem assistência, tiveram a cara de paisagem de falar que era uma falha do produto e não fizeram nada. Ninguém merece.....",1,negativo
119292,Cheio de avarias.  Parecia que o produto estava guardado a muito tempo em estoque e ficarão jogando de um lado pra outro. Estava horrível o produto.,1,negativo
44716,100% satisfeito com o produto é com a entrega.  Já com a compra de um bebedor que foi efetuada a quese quase um mês e não recebir o produto.,4,positivo
79693,quando escolhi no site aparecia a colher no pote e veio sem. Com a colher é muito mais prático.,2,negativo
98803,"O produto estava sem as pelicolas de proteção quando chegou, e a caxa veio amaçada o produto em si é bom, mas da forma que chegou ele parecia ja usado",1,negativo
48153,Comprei o produto em janeiro e me deram previsão de entrega para abril. Me parece que eles não têm o produto a pronta entrega e estão aguardando fabricar.,2,negativo
63680,"o produto é muito bom, só tenho uma reclamação demorou muito pra chegar.",4,positivo
80098,"O produto chegou quebrado,achei que deveria ter mais cuidado com a mercadoria pois a embalagem chegou toda velha e o produto quebrado,queria tanto o liquidificador e nem pude usar mim descepcionei com a falta de cuidado com o produto.",1,negativo
20143,é numeração infantil........Jamais uma numeração normal ou numeração asiática.,1,negativo
41171,Produto não tem a cara igual aos cachorros da imagem.,1,negativo
129433,"Bom, recebi tudo certinho, porém os valores da Medição estão elevados, já que eu fiz comparação com outro modelos... Não me passou confiança não...",2,negativo
45432,"Otimo custo/benefício, silencioso e muito funcional",5,positivo
91867,fkfkjtmkiofgmrlsgslrjhmjbmjbgjgmbmgkgmgjymkhkjtjfnfhfnfnhfnfgmjgg,4,positivo
76805,"Aparei o excelente, simples de meche, pra mim, foi uma boa escolha",4,positivo
65741,"otimo produto gostei bastante, só uma pequena observação. Ter um poko mais de cuidado no transporte da encomenda, Veio bastante talheres soltos podendo risca um aos outros .",4,positivo
34440,QUERO RECEBER O MEU PRODUTO OU MEU DINHEIRO DE VOLTA NAO VOU FICAR NO PREJUIZO,1,negativo
76466,"Está chave tem o melhor custo benefício q já vi, o encaixe dela é perfeito, muito firme, não escapa, a chave é feita de materiais nobre, feita em prata pura e banhada a ouro, comprei um par dela para apertar a roda traseira da minha moto, ficou sensacional, usei apenas uma vez, pois logo em seguida precisei vender minha moto para pagar a chave.  Obs: atenção a data do comentário.  SUPER RECOMENDO",5,positivo
37483,O produto tem apresentado excelente desempenho. Recomendo a sua compra.,5,positivo
99650,"Quanto ao produto, tudo ok, entretanto, acredito que o site deveria possibilitar o envio de Cartão ou pelo menos possibilitar a indicação do remetente, pois comprei para presente com entrega em outra cidade diferente da minha.",4,positivo
63497,"o produto é pratico, mais o filtro é muito fininho e acaba vazando o pó, com sabor ruim ,acabei comprando outro filtro, pois com o da cafeteira é impossível consumir o café",2,negativo
56378,"Leve e fácil de limpar, ideal para pequenos trabalhos .",5,positivo
44119,empresa seria. entregaram no prazo conforme descrito no site. voltarei a comprar.  obrigado.,5,positivo
109498,"Comprei o produto no dia 23/04, a previsão de entrega é 11/05, porém meu produto ainda nem saiu da loja. Consta o status de aguardando emissão de nota fiscal. Já liguei várias vezes, e ninguém me dá um retorno.",1,negativo
110304,"panelas leve frágeis ainda não usei mas sei que não é grande coisa,não tem a marca Tramontina gravada no fundo nem no cabo das panela não recomendo .",1,negativo
32496,EXCELENTE PRODUTO E DE FÁCIL INSTALAÇÃO E ENTREGA SUPER RÁPIDA. NA MESMA SEMANA QUE EFETUEI A COMPRA A MERCADORIA CHEGOU.,5,positivo
56415,Sofa muito baixo e por ser densidade 33 é duro...sem espumas! E caro para ser assim tao durinho,1,negativo
58777,Nem recebi o produto e não me dão satisfação pelos canais de atendimento,1,negativo
80931,estou insatisfeito com a compra nunca recebi o produto,1,negativo
96377,Excelente produto chegou antes da data prevista eu recomendo,5,positivo
33066,ACHEI O SOM MUITO BAIXO E QUANDO COLOCO NO VIVA VOZ EU NÃO CONSIGO OUVIR DIREITO A OUTRA PESSOA,2,negativo
30414,Adorei o produto é de ótima qualidade estou muito satisfeito.,5,positivo
34125,"Eu gostei muito do produto, veio um pouco mais escura do que mostrava na foto. Mas independente disso, na minha opinião, é uma cabeceira bastante macia, preencheu os requisitos necessários!",4,positivo
